daily_record_id,location_key,date_utc,date_key,aqi_daily_max,dominant_pollutant_daily,hours_in_cat_good,hours_in_cat_moderate,hours_in_cat_usg,hours_in_cat_unhealthy,hours_in_cat_very_unhealthy,hours_in_cat_hazardous,hours_measured,data_completeness
9ba6e427-9fb2-404b-accc-2f89acd9e81b,danang,2024-02-04,20240204,63,pm25,3,21,0,0,0,0,24,100.0
0ed0146a-d9dd-454c-9ca4-1fc34c0daf28,danang,2024-02-05,20240205,77,pm25,0,24,0,0,0,0,24,100.0
1c9acb44-1be1-4eba-a6b6-a7bb846448a7,danang,2024-02-06,20240206,56,pm25,0,24,0,0,0,0,24,100.0
4f03fe65-5832-4a1a-811a-8fff4770ccd4,danang,2024-02-07,20240207,57,pm25,0,24,0,0,0,0,24,100.0
3504dbda-7f9b-47c3-93ec-84cacd111b52,danang,2024-02-08,20240208,56,pm25,0,24,0,0,0,0,24,100.0
ede9034b-b11b-4002-9455-9db861578d95,danang,2024-02-09,20240209,56,pm25,0,24,0,0,0,0,24,100.0
df6bc5fd-877c-41d5-b847-2e128c0ba01c,danang,2024-02-10,20240210,72,pm25,0,24,0,0,0,0,24,100.0
5c26fdf6-7bc2-4744-851d-48266bfeef81,danang,2024-02-11,20240211,87,pm25,0,24,0,0,0,0,24,100.0
f0a25b70-1222-45db-bd36-60490285f93d,danang,2024-02-12,20240212,83,pm25,0,24,0,0,0,0,24,100.0
cfdf9555-0b11-4968-8406-59165fa4bcbb,danang,2024-02-13,20240213,89,pm25,0,24,0,0,0,0,24,100.0
a6367cb9-5e48-4edf-b290-56f21c445495,danang,2024-02-14,20240214,72,pm25,0,24,0,0,0,0,24,100.0
3e18f67c-bf97-45c1-938e-cc5db684eb2a,danang,2024-02-15,20240215,61,pm25,5,19,0,0,0,0,24,100.0
bc6732a5-1579-45f8-ada4-6d44d7860a4e,danang,2024-02-16,20240216,50,pm25,24,0,0,0,0,0,24,100.0
09e0ea35-5713-4b4f-beba-c2c9a6273e45,danang,2024-02-17,20240217,50,pm25,24,0,0,0,0,0,24,100.0
0b876e0c-7145-49fa-9dff-613e24755104,danang,2024-02-18,20240218,99,pm25,4,20,0,0,0,0,24,100.0
091c7f38-525f-4f43-bed4-6e86514b1890,danang,2024-02-19,20240219,84,pm25,0,24,0,0,0,0,24,100.0
c2e5c4c0-5357-4f9a-91bf-e349daf6c8e1,danang,2024-02-20,20240220,80,pm25,0,24,0,0,0,0,24,100.0
2642ca29-385e-4393-85b2-4553138f620a,danang,2024-02-21,20240221,82,pm25,9,15,0,0,0,0,24,100.0
5d37c70e-77b4-4fff-b394-d8f632f50254,danang,2024-02-22,20240222,90,pm25,18,6,0,0,0,0,24,100.0
10aac4d4-929c-433b-b135-fb7d95c4928a,danang,2024-02-23,20240223,54,pm25,16,8,0,0,0,0,24,100.0
a9b932c8-9616-4bd5-9774-3083341aaf47,danang,2024-02-24,20240224,55,pm25,0,24,0,0,0,0,24,100.0
80eef732-d82c-4556-a759-48556b0a7b35,danang,2024-02-25,20240225,53,pm25,0,24,0,0,0,0,24,100.0
1ff0be65-7779-4337-b995-c51d5a42bf1f,danang,2024-02-26,20240226,57,pm25,0,24,0,0,0,0,24,100.0
6df945e1-248e-4602-98fa-a59fbbc38a61,danang,2024-02-27,20240227,56,pm25,0,24,0,0,0,0,24,100.0
3fff213e-2459-499d-8ac8-64d9528d13ed,danang,2024-02-28,20240228,91,pm25,5,19,0,0,0,0,24,100.0
a41a0524-79b8-43fe-8f2d-18b5db413be6,danang,2024-02-29,20240229,50,pm25,24,0,0,0,0,0,24,100.0
77510687-3281-4702-bedc-bbb80dac0597,danang,2024-03-01,20240301,107,pm25,9,12,3,0,0,0,24,100.0
76a69c47-c48f-4ad8-9ecb-698d6553c532,danang,2024-03-02,20240302,73,pm25,0,24,0,0,0,0,24,100.0
f7291022-3ca5-4777-8e3e-7061aee8c52f,danang,2024-03-03,20240303,69,pm25,0,24,0,0,0,0,24,100.0
e71d2eef-bd1f-4bb8-8273-c41bfdc6526d,danang,2024-03-04,20240304,117,pm25,0,20,4,0,0,0,24,100.0
134464e8-c0f3-4f2c-8394-4566117ddf69,danang,2024-03-05,20240305,219,pm25,0,11,5,3,5,0,24,100.0
39084fad-357d-4ce2-aa03-207027f80f7b,danang,2024-03-06,20240306,259,pm25,0,3,8,5,8,0,24,100.0
1864f2bf-ce58-4fe7-9f02-ad6f24e29dee,danang,2024-03-07,20240307,152,pm25,0,0,22,2,0,0,24,100.0
ddb93965-2edd-4c0a-958e-10f1eba95007,danang,2024-03-08,20240308,103,pm25,0,22,2,0,0,0,24,100.0
41bbe6f0-8cce-4ac2-b82c-b02e8c259c3e,danang,2024-03-09,20240309,112,pm25,0,21,3,0,0,0,24,100.0
ef3048b2-6b94-4977-99aa-f94f15bf0085,danang,2024-03-10,20240310,101,pm25,0,22,2,0,0,0,24,100.0
b2777949-5fce-457b-8cac-0e3adc2d7525,danang,2024-03-11,20240311,127,pm25,0,18,6,0,0,0,24,100.0
34432015-d1d6-482a-b3c2-37eb72a773ca,danang,2024-03-12,20240312,105,pm25,0,21,3,0,0,0,24,100.0
2c13d69a-17cf-44b3-9a8e-dc8773eb7fb6,danang,2024-03-13,20240313,106,pm25,0,21,3,0,0,0,24,100.0
4798b859-4912-4f8f-82a7-57e7fe47622f,danang,2024-03-14,20240314,100,pm25,0,24,0,0,0,0,24,100.0
8f004294-8b36-4338-be08-c8180a78a8db,danang,2024-03-15,20240315,64,pm25,0,24,0,0,0,0,24,100.0
baead9aa-51d8-46e7-8320-9135e127cad2,danang,2024-03-16,20240316,102,pm25,0,23,1,0,0,0,24,100.0
b26f5173-e8eb-4314-8341-1f19b182dd1e,danang,2024-03-17,20240317,92,pm25,0,24,0,0,0,0,24,100.0
9ecb0aca-c77a-4e4b-b663-eaa2912f3490,danang,2024-03-18,20240318,109,pm25,0,21,3,0,0,0,24,100.0
44843856-01b0-4aa1-aa79-557f9e5b6d10,danang,2024-03-19,20240319,74,pm25,0,24,0,0,0,0,24,100.0
55b0c4ef-042a-4998-832d-b3777f44a359,danang,2024-03-20,20240320,86,pm25,0,24,0,0,0,0,24,100.0
6bed23b4-2fd8-4b9f-bd4c-bd0369a5da89,danang,2024-03-21,20240321,104,pm25,0,21,3,0,0,0,24,100.0
7de426e2-5584-4033-9e17-5a78d5ff57da,danang,2024-03-22,20240322,120,pm25,0,20,4,0,0,0,24,100.0
e7851378-6c57-4964-9a91-18882f8caf54,danang,2024-03-23,20240323,114,pm25,0,20,4,0,0,0,24,100.0
d00d1a7a-d736-42b2-a9f8-806e23bb5610,danang,2024-03-24,20240324,94,pm25,0,24,0,0,0,0,24,100.0
2541186c-5c76-416e-a393-d1a68a5b1c1d,danang,2024-03-25,20240325,108,pm25,0,22,2,0,0,0,24,100.0
04357bc0-cc74-4056-8e52-0bbe9645392c,danang,2024-03-26,20240326,58,pm25,0,24,0,0,0,0,24,100.0
4cc6fa4c-ece8-4f9e-a40a-110259b2e425,danang,2024-03-27,20240327,125,pm25,0,19,5,0,0,0,24,100.0
4185dfc3-ea9e-4885-a842-1b337074c62e,danang,2024-03-28,20240328,138,pm25,0,18,6,0,0,0,24,100.0
1c692d5e-33ff-4687-841e-e9bc5d374941,danang,2024-03-29,20240329,174,pm25,0,17,3,4,0,0,24,100.0
7b07f778-4130-450b-9679-6a2059bdd682,danang,2024-03-30,20240330,152,pm25,0,19,4,1,0,0,24,100.0
aaa65f32-dacc-48ce-a17e-3f9c31006338,danang,2024-03-31,20240331,228,pm25,0,11,5,2,6,0,24,100.0
d750fcca-be82-4f64-ab97-867f3cd437b8,danang,2024-04-01,20240401,206,pm25,0,13,4,4,3,0,24,100.0
d80c0a71-0409-487e-a675-8d3408fc7f6c,danang,2024-04-02,20240402,199,pm25,0,15,3,6,0,0,24,100.0
eb7cfbf3-8c0a-4069-8109-99255a7cf680,danang,2024-04-03,20240403,199,pm25,0,15,3,6,0,0,24,100.0
d13f0eeb-b7a3-4f93-a946-07413f10f6bf,danang,2024-04-04,20240404,170,pm25,0,17,3,4,0,0,24,100.0
7985b8d9-bf4d-4c07-9a4a-884d26828d17,danang,2024-04-05,20240405,81,pm25,2,22,0,0,0,0,24,100.0
54b6cff2-3cee-44ad-8ac4-7fcdd86a694b,danang,2024-04-06,20240406,87,pm25,18,6,0,0,0,0,24,100.0
32190290-f7eb-46ef-82fe-1fbdc9f486a1,danang,2024-04-07,20240407,86,pm25,15,9,0,0,0,0,24,100.0
38a1e451-83da-4955-bfa9-23196fa8710c,danang,2024-04-08,20240408,78,pm25,12,12,0,0,0,0,24,100.0
2dac516f-8598-4b39-8a5f-0cd71242dc53,danang,2024-04-09,20240409,91,pm25,0,24,0,0,0,0,24,100.0
5be27b48-7e97-438c-9726-092881614f92,danang,2024-04-10,20240410,185,pm25,0,16,3,5,0,0,24,100.0
90dc5cc6-2a3e-402d-a9ba-6b1adfd51f2d,danang,2024-04-11,20240411,183,pm25,0,16,4,4,0,0,24,100.0
b49479e8-6412-4536-84c3-ad9bf9f9df8f,danang,2024-04-12,20240412,136,pm25,0,19,5,0,0,0,24,100.0
08e15dc3-fb06-40d7-8568-3a368013a93b,danang,2024-04-13,20240413,83,pm25,0,24,0,0,0,0,24,100.0
8f75a826-39f5-4e72-8a82-2576167e66f3,danang,2024-04-14,20240414,119,pm25,0,20,4,0,0,0,24,100.0
53bb761a-6ed7-424d-b72c-51e77e6cd5ea,danang,2024-04-15,20240415,76,pm25,11,13,0,0,0,0,24,100.0
b85a2601-2b2f-4a01-909d-5eb7eee2d5e7,danang,2024-04-16,20240416,89,pm25,7,17,0,0,0,0,24,100.0
2ba52234-a946-4bf3-b5b7-4dfd414e92e4,danang,2024-04-17,20240417,108,pm25,0,21,3,0,0,0,24,100.0
e9fc5dec-268d-47fe-902f-57fdd04f364c,danang,2024-04-18,20240418,184,pm25,0,16,3,5,0,0,24,100.0
c6ae3e50-5603-46ac-9234-e2816367b23b,danang,2024-04-19,20240419,163,pm25,0,17,4,3,0,0,24,100.0
d0a460c9-beb9-42f6-aa42-fbd53e3b1a1f,danang,2024-04-20,20240420,175,pm25,0,17,2,5,0,0,24,100.0
bd9a0a50-1b19-4b6a-ab2e-db8b25de6886,danang,2024-04-21,20240421,189,pm25,0,16,2,6,0,0,24,100.0
81930321-6ffc-4022-af22-56e93eff99d6,danang,2024-04-22,20240422,170,pm25,0,16,4,4,0,0,24,100.0
eda77683-b879-4ab8-95e2-7a08998db725,danang,2024-04-23,20240423,191,pm25,0,16,2,6,0,0,24,100.0
bfcff426-08d5-44a9-9f5a-e9c32b9523d2,danang,2024-04-24,20240424,201,pm25,0,15,3,5,1,0,24,100.0
2aca569d-3029-4a0d-8a64-67cb4779dbde,danang,2024-04-25,20240425,186,pm25,0,16,2,6,0,0,24,100.0
c6196c6f-ce29-4fa0-91fc-c0ad3be28334,danang,2024-04-26,20240426,226,pm25,0,11,4,3,6,0,24,100.0
ea0b2eb3-5bc9-4ed6-9f52-8d6cc73cc050,danang,2024-04-27,20240427,227,pm25,0,10,5,3,6,0,24,100.0
62ae3cd1-3b4d-46ae-b056-c464cd0fbb11,danang,2024-04-28,20240428,207,pm25,0,14,2,5,3,0,24,100.0
92a44996-a53e-45eb-9f83-13e5e7659b90,danang,2024-04-29,20240429,220,o3,0,10,6,3,5,0,24,100.0
0fb75941-5e89-4704-bbc6-df7a4b92d1d0,danang,2024-04-30,20240430,217,pm25,0,11,5,3,5,0,24,100.0
d2890355-eee7-4a91-8fe9-74c8d51a23e1,danang,2024-05-01,20240501,223,pm25,0,10,6,2,6,0,24,100.0
019dfa1e-aefa-4155-9140-c09ef6f49f5f,danang,2024-05-02,20240502,122,pm25,0,20,4,0,0,0,24,100.0
10771b76-8545-4893-a66c-2abad0fcf31e,danang,2024-05-03,20240503,70,pm25,10,14,0,0,0,0,24,100.0
19df759a-ec2b-4234-8101-6dc31de467e5,danang,2024-05-04,20240504,165,pm25,0,17,4,3,0,0,24,100.0
c52d1b57-fcaf-4af5-962d-2b11b98fdbed,danang,2024-05-05,20240505,184,pm25,0,17,2,5,0,0,24,100.0
647a1104-1f43-47bb-9e8c-f15307f0d238,danang,2024-05-06,20240506,105,pm25,0,22,2,0,0,0,24,100.0
cdd95cb0-4561-4016-a1e3-2a7007ada2b4,danang,2024-05-07,20240507,91,pm25,6,18,0,0,0,0,24,100.0
6214381e-4c02-4c6a-85c9-629dc66673dd,danang,2024-05-08,20240508,130,pm25,0,19,5,0,0,0,24,100.0
233dd4c8-897a-40c0-b5b7-a941942dfeef,danang,2024-05-09,20240509,109,pm25,0,22,2,0,0,0,24,100.0
c7d36f59-28a6-405e-bc11-a89d41fb5a7a,danang,2024-05-10,20240510,123,pm25,0,20,4,0,0,0,24,100.0
06371123-4b2a-48d1-acf8-2b7859cd92ba,danang,2024-05-11,20240511,97,pm25,0,24,0,0,0,0,24,100.0
f3b42be8-77bf-4ac7-8ae2-330fc8c14da1,danang,2024-05-12,20240512,101,pm25,0,22,2,0,0,0,24,100.0
117d26e2-9d76-4eab-9f7a-e85ba2620076,danang,2024-05-13,20240513,102,pm25,0,23,1,0,0,0,24,100.0
05bf0628-9a58-47d0-be32-fa602ad74593,danang,2024-05-14,20240514,106,pm25,10,12,2,0,0,0,24,100.0
e518bc09-eee0-4d89-aaef-ed12c5c8914d,danang,2024-05-15,20240515,99,pm25,0,24,0,0,0,0,24,100.0
db07d523-1ab4-4875-8f2e-c742e4a7dd1f,danang,2024-05-16,20240516,106,pm25,15,7,2,0,0,0,24,100.0
cd03c03f-3d15-489e-8a11-31b081833be9,danang,2024-05-17,20240517,112,o3,15,5,4,0,0,0,24,100.0
8ebdb007-1c84-40cd-9167-30e6baff1841,danang,2024-05-18,20240518,152,pm25,0,17,6,1,0,0,24,100.0
6b3752c2-4b73-4cf2-9af3-715bcc562f18,danang,2024-05-19,20240519,243,pm25,0,5,7,4,8,0,24,100.0
ee28093d-6078-46ac-87cb-7fc4383c155a,danang,2024-05-20,20240520,156,pm25,0,11,10,3,0,0,24,100.0
c05086cd-be5c-4352-843e-a0d1f2b35383,danang,2024-05-21,20240521,149,pm25,0,17,7,0,0,0,24,100.0
5402942a-57f3-4233-b5bf-feb9cbfdd643,danang,2024-05-22,20240522,180,pm25,4,10,4,6,0,0,24,100.0
b09437c0-0def-4458-a68f-fc9e9fc04a42,danang,2024-05-23,20240523,198,pm25,2,11,3,8,0,0,24,100.0
0e2f664e-88e6-4e88-ad27-975fc7f94f66,danang,2024-05-24,20240524,209,pm25,0,12,4,4,4,0,24,100.0
33c4dc45-f813-4387-abbc-ab467b7e1b04,danang,2024-05-25,20240525,122,pm25,0,20,4,0,0,0,24,100.0
eb2627be-a54c-4776-96c9-e66026ec1d56,danang,2024-05-26,20240526,194,pm25,0,14,3,7,0,0,24,100.0
6cc78f38-2b92-46bd-ba18-f1c49e01e956,danang,2024-05-27,20240527,272,o3,0,10,1,3,10,0,24,100.0
37fb198d-e6aa-4eff-9273-7e463b381a71,danang,2024-05-28,20240528,215,pm25,0,14,2,4,4,0,24,100.0
4d72f201-64ca-4e31-ab0a-f80768b4294d,danang,2024-05-29,20240529,221,pm25,0,12,3,4,5,0,24,100.0
39289dd4-af95-41a0-a9c0-e5c10a6822f9,danang,2024-05-30,20240530,205,pm25,0,14,2,5,3,0,24,100.0
9c26576b-f849-4d99-94e0-5aa79108ab60,danang,2024-05-31,20240531,77,pm25,0,24,0,0,0,0,24,100.0
61d5e6ac-af18-419b-9d26-68ea762e1ad7,danang,2024-06-01,20240601,178,pm25,0,13,5,6,0,0,24,100.0
643a58d6-3493-4a7a-b420-185c85c4deeb,danang,2024-06-02,20240602,240,pm25,0,6,3,6,9,0,24,100.0
8e7d20d4-e38c-41d9-b65b-0c19b866f9cc,danang,2024-06-03,20240603,241,pm25,0,11,2,3,8,0,24,100.0
a7e192ac-4bee-4b5a-92d0-4e79bf31e24f,danang,2024-06-04,20240604,230,pm25,0,9,5,2,8,0,24,100.0
77215a07-ab67-414f-917b-6e90d5bd8e34,danang,2024-06-05,20240605,200,pm25,0,10,5,9,0,0,24,100.0
222fd4c1-4bd8-43fb-9760-70e1771b9e35,danang,2024-06-06,20240606,208,pm25,0,6,7,7,4,0,24,100.0
ea78a591-74b4-4c65-b57f-9e338c625fd1,danang,2024-06-07,20240607,219,o3,0,3,9,5,7,0,24,100.0
cb708fce-2b5a-403e-a16e-b06434ee7142,danang,2024-06-08,20240608,193,pm25,0,12,5,7,0,0,24,100.0
96ed8356-698a-4f51-9576-8227091eeed0,danang,2024-06-09,20240609,201,pm25,0,12,5,5,2,0,24,100.0
52898cbf-8e34-4ca6-83e3-262e105709ca,danang,2024-06-10,20240610,216,pm25,0,10,4,4,6,0,24,100.0
fd95761c-e00c-4323-8854-b5a0b9df71c0,danang,2024-06-11,20240611,208,pm25,0,11,4,5,4,0,24,100.0
cfdb959d-b524-4b44-b37a-464ac096ae20,danang,2024-06-12,20240612,210,pm25,0,12,3,4,5,0,24,100.0
9bdc65c4-b9c3-4594-b025-ba52b93f2331,danang,2024-06-13,20240613,226,pm25,0,10,4,2,8,0,24,100.0
4bbe2493-3aa9-4a1a-9025-7d8dd8d4c05c,danang,2024-06-14,20240614,216,pm25,0,12,3,4,5,0,24,100.0
f6b8bb9b-9a4b-4330-b222-2576c150d077,danang,2024-06-15,20240615,224,o3,0,9,5,3,7,0,24,100.0
aef4bf53-7172-42d9-8559-b8b79e29daf9,danang,2024-06-16,20240616,217,pm25,0,9,5,4,6,0,24,100.0
107ef89e-844d-4801-87b5-951094386cd0,danang,2024-06-17,20240617,240,pm25,0,8,4,4,8,0,24,100.0
36010c20-6c02-48dc-97ce-ae821f94a052,danang,2024-06-18,20240618,219,pm25,0,11,2,4,7,0,24,100.0
2cc7e094-8f3f-4baa-95e4-dbe8956976ab,danang,2024-06-19,20240619,218,pm25,0,10,4,4,6,0,24,100.0
54a07e50-5e75-4549-a8de-2289ee377b42,danang,2024-06-20,20240620,205,pm25,0,13,3,5,3,0,24,100.0
af34beaf-073a-4d22-bed0-8f28542bdf20,danang,2024-06-21,20240621,151,pm25,0,17,6,1,0,0,24,100.0
26f83e85-c5b1-473b-aa0e-6d8eddac87c3,danang,2024-06-22,20240622,146,pm25,0,17,7,0,0,0,24,100.0
2b5087d9-1880-409f-a878-3ce1221ce76e,danang,2024-06-23,20240623,128,pm25,0,18,6,0,0,0,24,100.0
c1e6973a-1e1b-48c9-a328-48d02a527266,danang,2024-06-24,20240624,197,pm25,0,13,4,7,0,0,24,100.0
387ada95-87bc-48df-bfed-402628b66819,danang,2024-06-25,20240625,155,pm25,0,17,5,2,0,0,24,100.0
f5b63c2c-34b3-4140-b856-234aec82038b,danang,2024-06-26,20240626,132,pm25,0,19,5,0,0,0,24,100.0
7f65cfa0-6177-49f8-add1-2a7f88c8cec8,danang,2024-06-27,20240627,87,pm25,5,19,0,0,0,0,24,100.0
aa70d74c-ad8f-4d87-be9b-a7f5a7efa6f1,danang,2024-06-28,20240628,120,pm25,6,14,4,0,0,0,24,100.0
e80b8b42-4e67-44fa-8f56-918655e1c911,danang,2024-06-29,20240629,208,pm25,0,10,5,5,4,0,24,100.0
226722e8-8e77-4f05-a0b2-556e9b8b4f8e,danang,2024-06-30,20240630,207,pm25,0,11,4,5,4,0,24,100.0
fd786826-a07d-4e8c-82e0-214b0093a6c1,danang,2024-07-01,20240701,209,pm25,0,12,4,4,4,0,24,100.0
e73b411a-a751-49d4-9cef-cb96855a3521,danang,2024-07-02,20240702,189,pm25,0,15,3,6,0,0,24,100.0
4c4bfca9-690e-4fd0-9262-2132e356f895,danang,2024-07-03,20240703,128,pm25,0,19,5,0,0,0,24,100.0
3c5691ef-8ee0-4606-950f-ba622dbab3d5,danang,2024-07-04,20240704,86,pm25,0,24,0,0,0,0,24,100.0
247c86d3-f5ae-4e06-855d-11deec69335c,danang,2024-07-05,20240705,210,pm25,0,10,5,5,4,0,24,100.0
0c812e0c-f082-4825-9fbd-57790b3ee2e7,danang,2024-07-06,20240706,195,pm25,0,14,4,6,0,0,24,100.0
ef39adcd-0650-472d-8a0d-3e8e6422a6d7,danang,2024-07-07,20240707,117,pm25,0,20,4,0,0,0,24,100.0
9872a17d-1668-4389-8f23-431e6ef0bcaf,danang,2024-07-08,20240708,127,pm25,0,19,5,0,0,0,24,100.0
ec66d8fc-6168-4102-912f-b473aba253c0,danang,2024-07-09,20240709,211,pm25,0,10,4,5,5,0,24,100.0
caea76a1-2112-495d-83ab-991948303cbb,danang,2024-07-10,20240710,228,o3,0,9,4,4,7,0,24,100.0
6c6a318a-c5c4-411a-8402-0d296d8a925b,danang,2024-07-11,20240711,178,pm25,0,14,4,6,0,0,24,100.0
51e59463-8fba-49b2-a125-f2fb13dd9805,danang,2024-07-12,20240712,224,pm25,0,4,8,4,8,0,24,100.0
cd4301d9-dcdb-485a-92d3-7bff1fc8f14b,danang,2024-07-13,20240713,215,o3,0,11,4,3,6,0,24,100.0
711d79c0-9a46-4738-a5cc-b56dce63ab44,danang,2024-07-14,20240714,78,pm25,6,18,0,0,0,0,24,100.0
3c02e4e2-3108-4364-abb6-a2ef7b73919d,danang,2024-07-15,20240715,87,pm25,12,12,0,0,0,0,24,100.0
4cb1c90d-314f-4e95-97a9-ccc98b9df392,danang,2024-07-16,20240716,116,pm25,0,21,3,0,0,0,24,100.0
331e5122-36a1-47bd-9ef6-c15cba3d5474,danang,2024-07-17,20240717,195,pm25,0,10,5,9,0,0,24,100.0
72504f8d-057b-4343-b8d6-1ee99012587b,danang,2024-07-18,20240718,202,pm25,0,5,12,5,2,0,24,100.0
be773811-dc0f-4fdc-a2c3-2dc0b56d48e3,danang,2024-07-19,20240719,102,pm25,0,23,1,0,0,0,24,100.0
b521f0a2-6b2f-4f02-9ceb-2a2734d7eb16,danang,2024-07-20,20240720,151,pm25,0,17,6,1,0,0,24,100.0
2aee5eeb-ddf0-49ca-93c1-b275d562b800,danang,2024-07-21,20240721,61,pm25,6,18,0,0,0,0,24,100.0
a8b8b6c7-5a77-423c-b1d9-07349420cb7e,danang,2024-07-22,20240722,214,pm25,0,11,4,4,5,0,24,100.0
19f79d78-b76f-41f9-b7a2-9e3b42324780,danang,2024-07-23,20240723,143,pm25,0,19,5,0,0,0,24,100.0
c3bdea19-0e55-4d16-a6f8-4ea96e243ca8,danang,2024-07-24,20240724,99,pm25,7,17,0,0,0,0,24,100.0
561583a8-3c2c-4fdd-8078-5950e10a5309,danang,2024-07-25,20240725,57,pm25,12,12,0,0,0,0,24,100.0
efbe7321-e643-44b7-831f-ab9093c2593a,danang,2024-07-26,20240726,69,pm25,19,5,0,0,0,0,24,100.0
04df0735-a6d1-4dab-8358-30c098d2505b,danang,2024-07-27,20240727,186,o3,7,7,3,7,0,0,24,100.0
ecdcf2ed-7a80-469b-a417-cc2de39ddcec,danang,2024-07-28,20240728,114,pm25,0,20,4,0,0,0,24,100.0
4da12a57-5748-42e0-a3e6-734aaaa22227,danang,2024-07-29,20240729,113,pm25,0,20,4,0,0,0,24,100.0
